#,都府県振興局,アメダス観測所番号,地上観測所観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間（ESは気象衛星等のデータからの推計値）,観測_降雪の深さ,観測所名_漢字名,観測所名_カタカナ名,観測所名_ローマ字名,観測所名_気象情報等に表記する名称,所在地_住所1,所在地_住所2,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,観測終了年月日,備考1,備考2
#,Prefectural Development Bureau,AMeDAS station number,Surface station station number,Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Kanji,Station name_Katakana,Station name_Roman alphabet,"Station name_Name to be written in meteorological information,etc.",Location_Address1,Location_Address2,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
1190,熊本,86141,47819,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,熊本,クマモト,KUMAMOTO,熊本市中央区京町,熊本市中央区京町,熊本地方気象台,32,48.8,130,42.4,38,-,-,#1975.3.26,-,86905,気温、雨、日照
1191,熊本,86141,47819,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,熊本,クマモト,KUMAMOTO,熊本市中央区京町,熊本市北区清水町打越,-,32,49.3,130,42.9,15,15.3,-,#1975.3.26,-,-,風
1192,熊本,86146,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,益城,マシキ,MASHIKI,熊本空港,上益城郡益城町大字小谷字上大道,熊本航空気象観測所,32,50.2,130,51.3,193,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1193,熊本,86157,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,南阿蘇,ミナミアソ,MINAMIASO,南阿蘇村久木野,阿蘇郡南阿蘇村河陰,-,32,49.9,131,0.8,394,10,1.5,19907.1.16,-,86901,-
1194,熊本,86156,47821,官,地上気象観測装置,Y,Y,Y,Y,Y,-,Y,阿蘇山,アソサン,ASOSAN,阿蘇山特別地域気象観測所,-,-,32,52.8,131,4.4,1142,102,-,2000.10.1,2017.12.11,-,-
1195,熊本,86161,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,高森,タカモリ,TAKAMORI,高森,阿蘇郡高森町大字高森,-,32,49.3,131,7.5,555,9.8,1.5,#1977.2.15,-,-,-
1196,熊本,86181,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,宇土,ウト,UTO,宇土市馬之瀬,宇土市馬之瀬町,-,32,42,130,39.4,6,-,-,2005.12.6,-,-,-
1197,熊本,86197,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,山都,ヤマト,YAMATO,山都町原,上益城郡山都町原突角,-,32,42.7,130,57.5,574,-,-,19902.3.4,-,-,-
1198,熊本,86216,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,三角,ミスミ,MISUMI,宇城市三角,宇城市三角町波多,-,32,36.7,130,28.7,60,10,1.5,(1975.4.23)1977.2.23,-,-,-
1199,熊本,86236,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,甲佐,コウサ,KOSA,甲佐,上益城郡甲佐町大字上早川字尾ノ上,-,32,40.3,130,49,52,10.1,1.5,#1977.2.16,-,-,-
1200,熊本,86271,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,松島,マツシマ,MATSUSHIMA,上天草市松島,上天草市松島町阿村,-,32,30.9,130,26.8,2,10.1,1.5,#1977.2.24,-,-,-
1201,熊本,86316,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,本渡,ホンド,HONDO,天草市本渡,天草市本渡町本戸馬場,-,32,28.1,130,10.8,30,10,1.5,#1977.2.25,-,-,-
1202,熊本,86336,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,八代,ヤツシロ,YATSUSHIRO,八代市平山新町,八代市平山新町,-,32,28.4,130,36.4,8,10,1.5,#1977.2.22,-,-,-
1203,熊本,86396,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,田浦,タノウラ,TANOURA,芦北町田浦,葦北郡芦北町大字田浦町字八幡の元,-,32,21.8,130,30.5,3,-,-,1975.4.25,-,-,-
1204,熊本,86407,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,山江,ヤマエ,YAMAE,山江,球磨郡山江村大字万江字屋形,-,32,18.1,130,44.8,218,-,-,1990.12.7,-,-,-
1205,熊本,86411,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,五木,イツキ,ITSUKI,五木,球磨郡五木村甲字下手,-,32,23.7,130,49.6,310,-,-,19904.3.7,-,-,-
1206,熊本,86451,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,水俣,ミナマタ,MINAMATA,水俣,水俣市南福寺,-,32,12.3,130,24.4,6,10.1,1.5,(1975.4.23)1977.2.21,-,-,-
1207,熊本,86461,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,一勝地,イッショウチ,ISSHOCHI,球磨村一勝地,球磨郡球磨村大字一勝地丙字永崎,-,32,14.7,130,38.7,120,-,-,2005.12.7,-,-,-
1208,熊本,86467,47824,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,人吉,ヒトヨシ,HITOYOSHI,人吉,人吉市城本町,人吉特別地域気象観測所,32,13,130,45.3,146,14.7,-,#1975.12.13,-,-,-
1209,熊本,86477,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,上,ウエ,UE,あさぎり町上,球磨郡あさぎり町上北,-,32,13.5,130,54.3,166,10,1.5,(1975.4.23)1977.3.22,-,-,-
1210,熊本,86478,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,多良木,タラギ,TARAGI,多良木町祓川,球磨郡多良木町大字黒肥地字祓川,-,32,17.7,130,57,210,-,-,2005.12.8,-,-,-
1211,熊本,86481,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,湯前横谷,ユノマエヨコタニ,ICHIFUSAYAMA,湯前町湯前横谷,球磨郡湯前町猪鹿倉山,-,32,15.8,131,2.6,665,-,-,1976.4.26,-,-,-
1212,熊本,86491,47838,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,牛深,ウシブカ,USHIBUKA,天草市牛深,天草市牛深町,牛深特別地域気象観測所,32,11.8,130,1.6,3,20.5,-,#1975.12.19,-,-,-
1213,宮崎,87041,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,高千穂,タカチホ,TAKACHIHO,高千穂,西臼杵郡高千穂町大字押方字宮野原,-,32,42.7,131,17.4,350,10.2,1.5,#1977.2.7,-,-,-
1214,宮崎,87066,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,古江,フルエ,FURUE,延岡市古江,延岡市北浦町古江,-,32,42.7,131,49.2,14,10.2,1.5,1977.2.8,-,-,-
1215,宮崎,87071,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鞍岡,クラオカ,KURAOKA,五ヶ瀬町鞍岡,西臼杵郡五ヶ瀬町大字鞍岡,-,32,38.6,131,9.4,590,10.2,1.5,1979.1.12,-,-,-
1216,宮崎,87086,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,日之影,ヒノカゲ,HINOKAGE,日之影,西臼杵郡日之影町大字七折字滝上下,-,32,40.9,131,24.4,262,-,-,19902.2.18,-,-,-
1217,宮崎,87127,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,諸塚,モロツカ,MOROTSUKA,諸塚,東臼杵郡諸塚村大字家代,-,32,31,131,20.1,150,-,-,1979.1.10,-,-,-
1218,宮崎,87136,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,北方,キタカタ,KITAKATA,延岡市北方,延岡市北方町川水流卯,-,32,33.7,131,31.5,30,-,-,1987.2.26,-,-,-
1219,宮崎,87141,47822,官,地上気象観測装置,Y,Y,N,N,N,Y,N,延岡,ノベオカ,NOBEOKA,延岡市天神小路,延岡市天神小路,延岡特別地域気象観測所,32,34.9,131,39.4,19,-,-,#1975.12.11,-,-,気温、雨
1220,宮崎,87141,47822,官,地上気象観測装置,N,N,Y,Y,N,Y,N,延岡,ノベオカ,NOBEOKA,延岡市天神小路,延岡市野田町,-,32,34.7,131,38,8,10.1,-,#1975.12.11,-,-,風、日照
1221,宮崎,87157,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,椎葉,シイバ,SHIIBA,椎葉,東臼杵郡椎葉村大字下福良,-,32,28.5,131,6.2,517,-,-,19903.12.20,-,-,-
1222,宮崎,87181,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,日向,ヒュウガ,HYUGA,日向,日向市大字塩見,-,32,24.5,131,36,20,9.3,1.5,#1977.2.9,-,-,-
1223,宮崎,87206,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,神門,ミカド,MIKADO,美郷町神門,東臼杵郡美郷町南郷区神門,-,32,23.1,131,19.9,250,6.5,1.5,1979.1.11,-,-,-
1224,宮崎,87231,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,西米良,ニシメラ,NISHI-MERA,西米良,児湯郡西米良村大字竹原,-,32,14.4,131,9.1,260,9.9,1.5,1979.1.10,-,-,-
1225,宮崎,87251,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,都農,ツノ,TSUNO,都農,児湯郡都農町大字川北,-,32,17,131,32.5,61,-,-,19902.2.17,-,-,-
1226,宮崎,87293,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,高鍋,タカナベ,TAKANABE,高鍋,児湯郡高鍋町上江,-,32,7.4,131,28.5,57,10,1.5,19909.3.10,-,-,-
1227,宮崎,87301,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,加久藤,カクトウ,KAKUTO,えびの市加久藤,えびの市大字永山,-,32,2.8,130,48.6,228,10,1.5,#1977.2.1,-,-,-
1228,宮崎,87331,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,西都,サイト,SAITO,西都,西都市大字黒生野,-,32,3.8,131,24.8,8,10,1.5,#1977.2.10,-,-,-
1229,宮崎,87346,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,えびの高原,エビノコウゲン,EBINO,えびの市えびの高原,えびの市大字末永,-,31,56.7,130,50.4,1150,-,-,#,-,-,-
1230,宮崎,87352,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,小林,コバヤシ,KOBAYASHI,小林市南西方,小林市南西方,-,32,0,130,57.2,276,9.5,1.5,2000.9.26,-,-,-
1231,宮崎,87361,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,野尻,ノジリ,IKENOO,小林市野尻,小林市野尻町大字紙屋,-,31,57.4,131,9.4,182,-,-,#,-,-,-
1232,宮崎,87371,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,国富,クニトミ,HONJO,国富,東諸県郡国富町大字須志田,-,32,0.4,131,17.8,66,-,-,#,-,-,-
1233,宮崎,87376,47830,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,宮崎,ミヤザキ,MIYAZAKI,宮崎市霧島,宮崎市霧島,宮崎地方気象台,31,56.3,131,24.8,9,25.5,-,#1975.3.31,-,87900,-
1234,宮崎,87406,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,田野,タノ,TANO,宮崎市田野,宮崎市田野町甲,-,31,50.6,131,18.5,134,10,1.5,19909.2.17,-,-,-
1235,宮崎,87412,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,赤江,アカエ,AKAE,宮崎空港,宮崎市大字赤江,宮崎航空気象観測所,31,52.6,131,26.9,6,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1236,宮崎,87426,47829,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,都城,ミヤコノジョウ,MIYAKONOJO,都城市菖蒲原町,都城市菖蒲原町,都城特別地域気象観測所,31,43.8,131,4.9,154,12.4,-,#1975.12.16,-,-,-
1237,宮崎,87461,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,深瀬,フカセ,FUKASE,日南市深瀬,日南市大字酒谷甲,-,31,38.2,131,15,130,-,-,1977.6.30,-,-,-
1238,宮崎,87492,47835,官,地上気象観測装置,Y,Y,N,N,N,Y,N,油津,アブラツ,ABURATSU,日南市油津,日南市油津,油津特別地域気象観測所,31,34.7,131,24.4,3,-,-,19901.3.10,-,-,気温、雨、日照
1239,宮崎,87492,47835,官,地上気象観測装置,N,N,Y,Y,N,Y,N,油津,アブラツ,ABURATSU,日南市油津,日南市平山字仮屋下,-,31,35.8,131,24.5,5,10,-,19901.3.10,-,-,風
1240,宮崎,87501,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,串間,クシマ,KUSHIMA,串間,串間市大字西方字平山,-,31,27.9,131,13.2,20,10.2,1.5,#1977.2.3,-,-,-
1241,鹿児島,88061,47823,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,阿久根,アクネ,AKUNE,阿久根,阿久根市赤瀬川,阿久根特別地域気象観測所,32,1.6,130,12,40,12.6,-,#1975.12.10,-,-,-
1242,鹿児島,88066,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,出水,イズミ,IZUMI,出水,出水市緑町,-,32,5.6,130,21.1,11,-,-,1975.4.24,-,-,-
1243,鹿児島,88081,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,大口,オオクチ,OKUCHI,伊佐市大口,伊佐市大口原田,-,32,2.8,130,37.6,175,10.1,1.5,#1977.2.14,-,-,-
1244,鹿児島,88101,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,紫尾山,シビサン,SHIBISAN,さつま町紫尾山,薩摩郡さつま町平川大洞国有林,-,31,58.8,130,22,1060,-,-,#,-,-,-
1245,鹿児島,88107,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,さつま柏原,サツマカシワバル,MIYANOJO,さつま町柏原,薩摩郡さつま町柏原,-,31,55,130,27.3,59,10.1,1.5,#1976.4.1,-,-,-
1246,鹿児島,88131,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,中甑,ナカコシキ,NAKAKOSHIKI,甑島中甑,薩摩川内市上甑町中甑,-,31,50.1,129,52,10,10.1,1.5,#1977.2.19,-,-,-
1247,鹿児島,88151,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,川内,センダイ,SENDAI,薩摩川内市中郷,薩摩川内市中郷,-,31,50,130,18.9,5,10.1,1.5,#1977.2.15,-,-,-
1248,鹿児島,88166,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,溝辺,ミゾベ,MIZOBE,霧島市溝辺,霧島市溝辺町麓,鹿児島航空気象観測所,31,48.2,130,43.1,272,10,-,#1995.3.22,-,-,日照・湿度・気圧を除く
1249,鹿児島,88211,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,八重山,ヤエヤマ,IRIKITOGE,薩摩川内市八重山,薩摩川内市入来町浦之名字大谷,-,31,44.8,130,26.3,533,-,-,#,-,-,-
1250,鹿児島,88261,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,東市来,ヒガシイチキ,HIGASHIICHIKI,日置市東市来,日置市東市来町湯田,-,31,40.1,130,19.7,40,10.1,1.5,#1977.2.16,-,-,-
1251,鹿児島,88286,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,牧之原,マキノハラ,MAKINOHARA,霧島市福山町牧之原,霧島市福山町福山,-,31,39.7,130,50.6,387,9.9,1.5,(1975.4.24)1977.2.9,-,-,-
1252,鹿児島,88317,47827,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,鹿児島,カゴシマ,KAGOSHIMA,鹿児島市東郡元町,鹿児島市東郡元町,鹿児島地方気象台,31,33.3,130,32.8,4,44.9,-,1994.2.25,-,88905,-
1253,鹿児島,88331,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,輝北,キホク,KIHOKU,鹿屋市輝北,鹿屋市輝北町市成,-,31,35.3,130,51.3,360,10.1,1.5,1977.3.10,-,-,-
1254,鹿児島,88341,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,大隅,オオスミ,OSUMI,曽於市大隅,曽於市大隅町境木町,-,31,34.8,131,0.3,170,-,-,1977.3.17,-,-,-
1255,鹿児島,88371,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,加世田,カセダ,KASEDA,南さつま市加世田,南さつま市加世田東本町,-,31,24.9,130,19.5,9,9.5,1.5,#1977.2.21,-,-,-
1256,鹿児島,88392,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,吉ケ別府,ヨシガベップ,YOSHIGABEPPU,鹿屋市吉ケ別府,鹿屋市下高隈町,-,31,27.5,130,51.7,89,-,-,1977.6.6,-,-,-
1257,鹿児島,88406,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,志布志,シブシ,SHIBUSHI,志布志,志布志市志布志町志布志字杉の下,-,31,28.7,131,5.7,70,10,1.5,(1975.4.24)1977.2.16,-,-,-
1258,鹿児島,88432,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,喜入,キイレ,KIIRE,鹿児島市喜入中名町,鹿児島市喜入中名町,-,31,23.2,130,32.4,4,7.9,1.5,#1977.2.23,-,-,-
1259,鹿児島,88442,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鹿屋,カノヤ,KANOYA,鹿屋市寿,鹿屋市寿,-,31,23.5,130,51.8,63,10.2,1.5,(1975.4.24)1977.2.25,-,-,-
1260,鹿児島,88447,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,肝付前田,キモツキマエダ,KOYAMA,肝付町前田,肝属郡肝付町前田,-,31,20.4,130,56.3,31,9.3,1.5,1977.8.10,-,-,-
1261,鹿児島,88466,47831,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,枕崎,マクラザキ,MAKURAZAKI,枕崎,枕崎市高見町,枕崎特別地域気象観測所,31,16.3,130,17.5,30,11,-,#1975.3.24,-,-,-
1262,鹿児島,88486,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,指宿,イブスキ,IBUSUKI,指宿,指宿市十町,-,31,15,130,38.2,5,10,1.5,#1977.2.24,-,-,-
1263,鹿児島,88506,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,内之浦,ウチノウラ,UCHINOURA,肝付町内之浦,肝属郡肝付町北方,-,31,16.6,131,3.3,8,9.9,1.5,#1977.2.15,-,-,-
1264,鹿児島,88536,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,田代,タシロ,TASHIRO,錦江町田代,肝属郡錦江町田代麓,-,31,11.9,130,50.6,182,10.1,1.5,1977.2.14,-,-,-
1265,鹿児島,88551,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,佐多,サタ,SATA,南大隅町佐多,肝属郡南大隅町佐多伊座敷,-,31,5.6,130,41.4,27,-,-,1977.6.28,-,-,-
1266,鹿児島,88612,47837,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,種子島,タネガシマ,TANEGASHIMA,西之表市西之表,西之表市西之表,種子島特別地域気象観測所,30,43.2,130,58.9,25,29.8,-,#1975.3.26,-,-,-
1267,鹿児島,88621,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,中種子,ナカタネ,NAKATANE,中種子,熊毛郡中種子町砂中,種子島航空気象観測所,30,36.3,130,59.5,234,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1268,鹿児島,88666,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,上中,カミナカ,KAMINAKA,南種子町上中,熊毛郡南種子町中之下,-,30,24.4,130,54.1,150,10.1,1.5,#1977.2.18,-,-,-
1269,鹿児島,88686,47836,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,屋久島,ヤクシマ,YAKUSHIMA,屋久島町小瀬田,熊毛郡屋久島町小瀬田,屋久島特別地域気象観測所,30,23.1,130,39.5,37,10,-,#1975.12.19,-,-,-
1270,鹿児島,88706,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,尾之間,オノアイダ,ONOAIDA,屋久島町尾之間,熊毛郡屋久島町尾之間字井出ノ尻,-,30,14.1,130,33.3,60,10.2,1.5,#1977.3.4,-,-,-
1271,鹿児島,88736,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,中之島,ナカノシマ,NAKANOSHIMA,十島村中之島,鹿児島郡十島村中之島,-,29,50.4,129,52,220,10,1.5,2002.12.18,-,-,-
1272,鹿児島,88746,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,平島,タイラジマ,TAIRAJIMA,十島村平島,鹿児島郡十島村平島,-,29,41,129,31.7,97,-,-,19906.9.17,-,-,-
1273,鹿児島,88756,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,諏訪之瀬島,スワノセジマ,SUWANOSEJIMA,十島村諏訪之瀬島,鹿児島郡十島村諏訪之瀬島,-,29,36.6,129,42.3,111,-,-,19906.9.3,-,-,-
1274,鹿児島,88776,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,小宝島,コダカラジマ,KODAKARAJIMA,十島村小宝島,鹿児島郡十島村小宝島,-,29,13.5,129,19.7,10,-,-,19906.9.3,-,-,-
1275,鹿児島,88781,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,宝島,タカラジマ,TAKARAJIMA,十島村宝島,鹿児島郡十島村宝島,-,29,9.1,129,12.1,33,-,-,19906.7.30,-,-,-
1276,鹿児島,88821,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,笠利,カサリ,KASARI,奄美市笠利,奄美市笠利町大字和野字長浜金久,奄美航空気象観測所,28,25.8,129,42.7,4,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1277,鹿児島,88836,47909,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,名瀬,ナゼ,NAZE,奄美市名瀬,奄美市名瀬港町,名瀬測候所,28,22.7,129,29.7,3,20.8,-,#1975.3.17,-,-,-
1278,鹿児島,88851,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,喜界島,キカイジマ,KIKAIJIMA,喜界島,大島郡喜界町大字中里西牧,喜界航空気象観測所,28,19.2,129,55.6,5,10,-,(1978.11.9)2000.3.16,-,-,日照・湿度・気圧を除く
1279,鹿児島,88901,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,古仁屋,コニヤ,KONIYA,瀬戸内町古仁屋,大島郡瀬戸内町古仁屋船津,-,28,8.6,129,18.9,2,10.2,1.5,(1975.5.9)1977.2.21,-,-,-
1280,鹿児島,88931,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,天城,アマギ,AMAGI,天城,大島郡天城町大字浅間字湾屋,徳之島航空気象観測所,27,50.1,128,52.8,2,10,-,2003.3.1,-,-,日照・湿度・気圧を除く
1281,鹿児島,88956,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,伊仙,イセン,ISEN,伊仙,大島郡伊仙町面縄,-,27,40.6,128,58.4,44,10.1,1.5,1977.2.24,-,-,-
1282,鹿児島,88971,47942,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,沖永良部,オキノエラブ,OKINOERABU,和泊町,大島郡和泊町国頭字手付,沖永良部特別地域気象観測所,27,25.9,128,42.3,27,10,-,#1975.4.10,-,-,-
1283,鹿児島,88986,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,与論島,ヨロンジマ,YORONJIMA,与論島,大島郡与論町立長,与論航空気象観測所,27,2.6,128,24.1,14,10.1,-,(1978.10.3)2000.3.16,-,-,日照・湿度・気圧を除く
1284,沖縄,91011,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,伊是名,イゼナ,IZENA,伊是名村内花,島尻郡伊是名村字内花,-,26,56.9,127,56.4,14,10,1.5,1977.3.16,-,-,-
1285,沖縄,91021,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,奥,オク,OKU,国頭村奥,国頭郡国頭村奥,-,26,50.1,128,16.3,232,10,1.5,#1977.2.28,-,-,-
1286,沖縄,91046,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,国頭,クニガミ,KUNIGAMI,国頭村比地,国頭郡国頭村比地,-,26,43.7,128,10.7,8,-,-,2005.12.20,-,-,-
1287,沖縄,91066,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,本部,モトブ,MOTOBU,本部町謝花,国頭郡本部町謝花,-,26,41.1,127,53.9,25,-,-,1981.7.1,-,-,-
1288,沖縄,91081,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,東,ヒガシ,HIGASHI,東村平良,国頭郡東村字平良,-,26,37.9,128,9.2,24,-,-,1981.7.1,-,-,-
1289,沖縄,91096,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,粟国,アグニ,AGUNI,粟国空港,島尻郡粟国村字浜,-,26,35.5,127,14.3,14,-,-,2003.1.1,-,-,-
1290,沖縄,91107,47940,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,名護,ナゴ,NAKAMA,名護市宮里,名護市宮里,名護特別地域気象観測所,26,35.6,127,57.9,6,25.6,-,1987.7.1,-,-,-
1291,沖縄,91121,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,読谷,ヨミタン,YOMITAN,読谷,中頭郡読谷村字波平,-,26,24.4,127,44,90,-,-,#,-,-,-
1292,沖縄,91141,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,北原,キタハラ,KITAHARA,久米島空港,島尻郡久米島町字北原,久米島航空気象観測所,26,21.8,126,42.8,7,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
1293,沖縄,91146,47929,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,久米島,クメジマ,KUMEJIMA,久米島町謝名堂,島尻郡久米島町字謝名堂,久米島特別地域気象観測所,26,20.2,126,48.2,5,15,-,1977.3.23,-,-,-
1294,沖縄,91151,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,渡名喜,トナキ,TONAKI,渡名喜,島尻郡渡名喜村,-,26,22.4,127,8.5,7,-,-,19906.8.26,-,-,-
1295,沖縄,91161,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,胡屋,ゴヤ,GOYA,沖縄市胡屋,沖縄市胡屋,-,26,19.6,127,48.3,86,-,-,#,-,-,-
1296,沖縄,91166,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,宮城島,ミヤギジマ,MIYAGIJIMA,うるま市宮城島,うるま市与那城上原阪上,-,26,21.8,127,58.3,100,10,1.5,2007.12.19,-,-,-
1297,沖縄,91181,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,渡嘉敷,トカシキ,TOKASHIKI,渡嘉敷村渡嘉敷島,島尻郡渡嘉敷村渡嘉敷,-,26,12.6,127,21.8,220,9.6,1.5,1977.3.23,-,-,-
1298,沖縄,91197,47936,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,那覇,ナハ,NAHA,那覇市樋川,那覇市樋川,沖縄気象台,26,12.4,127,41.2,28,47.8,-,1987.6.10,-,-,-
1299,沖縄,91236,-,官,地上気象観測装置,Y,Y,Y,Y,N,N,N,安次嶺,アシミネ,ASHIMINE,那覇空港,那覇市字安次嶺,那覇航空測候所,26,11.6,127,38.3,3,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
