観測所番号,観測所名（漢字）,観測所名（カナ）,観測所名（ローマ字）,積雪の観測所名（漢字）,積雪の観測所名（カナ）,積雪の観測所名（ローマ字）,観測地点を代表する緯度,観測地点を代表する経度,観測地点を代表する標高,風向風速計の高さ,予備,予備,積雪の観測地点の緯度,積雪の観測地点の経度,積雪の観測地点の標高,降水量の統計の有無,風の統計の有無,気温の統計の有無,日照時間の統計の有無,積雪の統計の有無,予備,湿度の統計の有無,観測開始年月日,観測終了年月日,旧観測所番号,降水量の統計接続,風の統計接続,気温の統計接続,日照時間の統計接続,積雪の深さの統計接続,予備,湿度の統計接続
68021,西郷,サイゴウ,SAIGO,,,,36.203,133.333,26,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/7,68021,1,1,1,1,1,,1
68021,西郷,サイゴウ,SAIGO,,,,36.203,133.333,26,14.7,,,,,,1,1,1,1,0,,0,1975/3/8,1986/12/31,68021,0,0,0,0,0,,0
68021,西郷,サイゴウ,SAIGO,,,,36.203,133.333,26,14.7,,,,,,1,1,1,1,0,,0,1987/1/1,1987/10/14,68021,0,0,0,1,0,,0
68022,西郷,サイゴウ,SAIGO,,,,36.203,133.333,27,17.5,,,,,,1,1,1,1,0,,0,1987/10/14,2008/3/25,68021,0,0,0,0,0,,0
68022,西郷,サイゴウ,SAIGO,,,,36.203,133.333,27,17.5,,,,,,1,1,1,1,0,,0,2008/3/26,2008/9/30,68022,0,4,4,0,0,,0
68022,西郷,サイゴウ,SAIGO,西郷,サイゴウ,SAIGO,36.203,133.333,27,17.5,,,36.203,133.333,27,1,1,1,1,1,,0,2008/10/1,2010/12/1,68022,0,0,0,0,0,,0
68022,西郷,サイゴウ,SAIGO,西郷,サイゴウ,SAIGO,36.203,133.333,27,17,,,36.203,133.333,27,1,1,1,1,1,,0,2010/12/2,2021/3/1,68022,0,0,0,0,0,,0
68022,西郷,サイゴウ,SAIGO,西郷,サイゴウ,SAIGO,36.203,133.333,27,17,,,36.203,133.333,27,1,1,1,1,1,,1,2021/3/2,9999-99-99,68022,0,0,0,0,0,,0
68031,西ノ島,ニシノシマ,NISHINOSHIMA,,,,36.11,133.04,3,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/18,68031,1,1,1,1,1,,1
68046,西郷岬,サイゴウミサキ,SAIGOMISAKI,,,,36.18,133.323,92,8.5,,,,,,1,1,1,0,0,,0,2003/1/1,2006/7/5,68046,1,1,1,1,1,,1
68046,西郷岬,サイゴウミサキ,SAIGOMISAKI,,,,36.178,133.323,80,10,,,,,,1,1,1,0,0,,0,2006/7/6,2009/1/29,68046,0,0,0,0,0,,0
68046,西郷岬,サイゴウミサキ,SAIGOMISAKI,,,,36.178,133.323,80,10,,,,,,1,1,1,0,0,,0,2009/1/30,2017/12/21,68046,0,4,4,0,0,,0
68046,西郷岬,サイゴウミサキ,SAIGO-MISAKI,,,,36.178,133.323,80,10.2,,,,,,1,1,1,0,0,,0,2017/12/22,9999-99-99,68046,0,0,0,0,0,,0
68056,海士,アマ,AMA,,,,36.097,133.097,3,9.3,,,,,,1,1,1,1,0,,0,1978/11/17,1987/11/9,68056,1,1,1,1,1,,1
68056,海士,アマ,AMA,,,,36.097,133.097,3,9.3,,,,,,1,1,1,1,0,,0,1987/11/10,2009/2/24,68056,0,0,0,1,0,,0
68056,海士,アマ,AMA,,,,36.097,133.097,3,9.3,,,,,,1,1,1,1,0,,0,2009/2/25,2021/3/1,68056,0,4,4,4,0,,0
68056,海士,アマ,AMA,,,,36.097,133.097,3,9.3,,,,,,1,1,1,2,0,,0,2021/3/2,2023/6/7,68056,0,0,0,6,0,,0
68056,海士,アマ,AMA,,,,36.097,133.097,3,9.1,,,,,,1,1,1,2,0,,1,2023/6/8,2023/7/10,68056,0,0,0,0,0,,0
68056,海士,アマ,AMA,,,,36.097,133.097,3,9.5,,,,,,1,1,1,2,0,,1,2023/7/11,9999-99-99,68056,0,0,0,0,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,133.022,5,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/30,68091,1,1,1,1,1,,1
68091,鹿島,カシマ,KASHIMA,,,,35.52,133.022,5,6.5,,,,,,1,1,1,1,0,,0,1978/12/1,1987/10/14,68091,0,0,0,0,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,133.022,5,6.5,,,,,,1,1,1,1,0,,0,1987/10/15,2007/12/20,68091,0,0,0,1,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,133.022,5,6.5,,,,,,1,1,1,1,0,,0,2007/12/21,2008/3/25,68091,0,0,0,4,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,133.022,5,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/1/19,68091,0,4,4,0,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,133.022,5,10,,,,,,1,1,1,1,0,,0,2010/1/20,2019/9/25,68091,0,0,0,0,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,132.983,3,10,,,,,,1,1,1,1,0,,0,2019/9/26,2021/3/1,68091,0,0,0,0,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,132.983,3,10,,,,,,1,1,1,2,0,,0,2021/3/2,2022/11/15,68091,0,0,0,6,0,,0
68091,鹿島,カシマ,KASHIMA,,,,35.52,132.983,3,9.9,,,,,,1,1,1,2,0,,1,2022/11/16,9999-99-99,68091,0,0,0,0,0,,0
68121,斐川,ヒカワ,HIKAWA,,,,35.412,132.89,2,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/12/31,68121,1,1,1,1,1,,1
68121,斐川,ヒカワ,HIKAWA,,,,35.413,132.89,2,8.5,,,,,,1,1,1,0,0,,0,2003/1/1,2009/1/28,68121,0,0,0,0,0,,0
68121,斐川,ヒカワ,HIKAWA,,,,35.413,132.89,2,8.5,,,,,,1,1,1,0,0,,0,2009/1/29,2020/3/25,68121,0,4,4,0,0,,0
68121,斐川,ヒカワ,HIKAWA,,,,35.413,132.89,2,10.2,,,,,,1,1,1,0,0,,0,2020/3/26,2020/11/25,68121,0,0,0,0,0,,0
68121,斐川,ヒカワ,HIKAWA,斐川,ヒカワ,HIKAWA,35.413,132.89,2,10.2,,,35.413,132.89,2,1,1,1,0,1,,0,2020/11/26,9999-99-99,68121,0,0,0,0,0,,0
68131,松江,マツエ,MATSUE,,,,35.457,133.065,17,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/16,68131,1,1,1,1,1,,1
68131,松江,マツエ,MATSUE,,,,35.457,133.065,17,15.7,,,,,,1,1,1,1,0,,0,1975/3/17,1979/11/1,68131,0,0,0,0,0,,0
68132,松江,マツエ,MATSUE,,,,35.457,133.065,17,26.7,,,,,,1,1,1,1,0,,0,1979/11/1,1986/12/31,68131,0,1,0,0,0,,0
68132,松江,マツエ,MATSUE,,,,35.457,133.065,17,26.7,,,,,,1,1,1,1,0,,0,1987/1/1,2001/2/27,68132,0,0,0,1,0,,0
68132,松江,マツエ,MATSUE,松江,マツエ,MATSUE,35.457,133.065,17,26.7,,,35.457,133.065,17,1,1,1,1,1,,0,2001/2/28,2008/3/25,68132,0,0,0,0,0,,0
68132,松江,マツエ,MATSUE,松江,マツエ,MATSUE,35.457,133.065,17,26.7,,,35.457,133.065,17,1,1,1,1,1,,0,2008/3/26,2012/11/14,68132,0,4,4,0,0,,0
68132,松江,マツエ,MATSUE,松江,マツエ,MATSUE,35.457,133.065,17,26.8,,,35.457,133.065,17,1,1,1,1,1,,0,2012/11/15,2021/3/1,68132,0,0,0,0,0,,0
68132,松江,マツエ,MATSUE,松江,マツエ,MATSUE,35.457,133.065,17,26.8,,,35.457,133.065,17,1,1,1,1,1,,1,2021/3/2,9999-99-99,68132,0,0,0,0,0,,0
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,6.5,,,,,,1,1,1,1,0,,0,1978/11/20,1987/9/25,68156,1,1,1,1,1,,1
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,6.5,,,,,,1,1,1,1,0,,0,1987/9/26,2006/11/9,68156,0,0,0,1,0,,0
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,6.5,,,,,,1,1,1,1,0,,0,2006/11/10,2009/2/16,68156,0,0,0,4,0,,0
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,6.5,,,,,,1,1,1,1,0,,0,2009/2/17,2010/1/17,68156,0,4,4,0,0,,0
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,10,,,,,,1,1,1,1,0,,0,2010/1/18,2021/3/1,68156,0,0,0,0,0,,0
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,10,,,,,,1,1,1,2,0,,0,2021/3/2,2022/11/16,68156,0,0,0,6,0,,0
68156,出雲,イズモ,IZUMO,,,,35.332,132.73,20,9.9,,,,,,1,1,1,2,0,,1,2022/11/17,9999-99-99,68156,0,0,0,0,0,,0
68166,大東,ダイトウ,DAITO,,,,35.322,132.972,50,,,,,,,1,0,0,0,0,,0,1974/11/1,2001/3/27,68166,1,1,1,1,1,,1
68166,大東,ダイトウ,DAITO,,,,35.318,132.965,56,,,,,,,1,0,0,0,0,,0,2001/3/28,9999-99-99,68166,0,0,0,0,0,,0
68181,伯太,ハクタ,HAKUTA,,,,35.35,133.273,23,,,,,,,1,0,0,0,0,,0,1976/5/20,9999-99-99,68181,1,1,1,1,1,,1
68206,佐田,サダ,SADA,,,,35.222,132.723,100,,,,,,,1,0,0,0,0,,0,1975/4/28,9999-99-99,68206,1,1,1,1,1,,1
68246,大田,オオダ,ODA,,,,35.192,132.502,15,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/20,68246,1,1,1,1,1,,1
68246,大田,オオダ,ODA,,,,35.192,132.502,15,11.4,,,,,,1,1,1,1,0,,0,1978/11/21,1987/11/19,68246,0,0,0,0,0,,0
68246,大田,オオダ,ODA,,,,35.192,132.502,15,11.4,,,,,,1,1,1,1,0,,0,1987/11/20,2009/2/18,68246,0,0,0,1,0,,0
68246,大田,オオダ,ODA,,,,35.19,132.497,30,10.2,,,,,,1,1,1,1,0,,0,2009/2/19,2021/3/1,68246,0,4,4,4,0,,0
68246,大田,オオダ,ODA,,,,35.19,132.497,30,10.2,,,,,,1,1,1,2,0,,0,2021/3/2,2023/6/4,68246,0,0,0,6,0,,0
68246,大田,オオダ,ODA,,,,35.19,132.497,30,10.1,,,,,,1,1,1,2,0,,1,2023/6/5,9999-99-99,68246,0,0,0,0,0,,0
68261,掛合,カケヤ,KAKEYA,,,,35.198,132.817,215,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/15,68261,1,1,1,1,1,,1
68261,掛合,カケヤ,KAKEYA,,,,35.197,132.815,215,7.9,,,,,,1,1,1,1,0,,0,1978/11/16,1987/11/6,68261,0,0,0,0,0,,0
68261,掛合,カケヤ,KAKEYA,,,,35.197,132.815,215,7.9,,,,,,1,1,1,1,0,,0,1987/11/7,2008/3/13,68261,0,0,0,1,0,,0
68261,掛合,カケヤ,KAKEYA,,,,35.197,132.815,215,7.9,,,,,,1,1,1,1,0,,0,2008/3/14,2008/3/25,68261,0,0,0,4,0,,0
68261,掛合,カケヤ,KAKEYA,,,,35.197,132.815,215,7.9,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,68261,0,4,4,0,0,,0
68261,掛合,カケヤ,KAKEYA,,,,35.197,132.815,215,7.9,,,,,,1,1,1,2,0,,0,2021/3/2,2023/6/12,68261,0,0,0,6,0,,0
68261,掛合,カケヤ,KAKEYA,,,,35.197,132.815,215,7.8,,,,,,1,1,1,2,0,,1,2023/6/13,9999-99-99,68261,0,0,0,0,0,,0
68276,横田,ヨコタ,YOKOTA,,,,35.173,133.103,369,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/15,68276,1,1,1,1,1,,1
68276,横田,ヨコタ,YOKOTA,,,,35.173,133.103,369,6.5,,,,,,1,1,1,1,0,,0,1978/11/16,1981/10/6,68276,0,0,0,0,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,6.5,,,35.173,133.103,369,1,1,1,1,1,,0,1981/10/7,1987/4/20,68276,0,0,0,0,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,6.5,,,35.173,133.103,369,1,1,1,1,1,,0,1987/4/21,2007/12/10,68276,0,0,0,1,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,6.5,,,35.173,133.103,369,1,1,1,1,1,,0,2007/12/11,2008/3/25,68276,0,0,0,4,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,6.5,,,35.173,133.103,369,1,1,1,1,1,,0,2008/3/26,2010/3/11,68276,0,4,4,0,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,10,,,35.173,133.103,369,1,1,1,1,1,,0,2010/3/12,2021/3/1,68276,0,0,0,0,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,10,,,35.173,133.103,369,1,1,1,2,1,,0,2021/3/2,2022/10/18,68276,0,0,0,6,0,,0
68276,横田,ヨコタ,YOKOTA,横田,ヨコタ,YOKOTA,35.173,133.103,369,9.9,,,35.173,133.103,369,1,1,1,2,1,,1,2022/10/19,9999-99-99,68276,0,0,0,0,0,,0
68286,福光,フクミツ,FUKUMITSU,,,,35.07,132.333,8,,,,,,,1,0,0,0,0,,0,1978/12/21,9999-99-99,68286,1,1,1,1,1,,1
68306,赤名,アカナ,AKANA,,,,35.002,132.712,444,6.5,,,,,,1,1,1,1,0,,0,1978/11/30,1981/10/6,68306,1,1,1,1,1,,1
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,6.5,,,35.002,132.712,444,1,1,1,1,1,,0,1981/10/7,1986/11/18,68306,0,0,0,0,0,,0
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,6.5,,,35.002,132.712,444,1,1,1,1,1,,0,1986/11/19,2007/12/13,68306,0,0,0,1,0,,0
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,6.5,,,35.002,132.712,444,1,1,1,1,1,,0,2007/12/14,2008/3/25,68306,0,0,0,4,0,,0
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,6.5,,,35.002,132.712,444,1,1,1,1,1,,0,2008/3/26,2009/12/13,68306,0,4,4,0,0,,0
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,10,,,35.002,132.712,444,1,1,1,1,1,,0,2009/12/14,2021/3/1,68306,0,0,0,0,0,,0
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,10,,,35.002,132.712,444,1,1,1,2,1,,0,2021/3/2,2022/10/19,68306,0,0,0,6,0,,0
68306,赤名,アカナ,AKANA,赤名,アカナ,AKANA,35.002,132.712,444,9.9,,,35.002,132.712,444,1,1,1,2,1,,1,2022/10/20,9999-99-99,68306,0,0,0,0,0,,0
68321,吾妻山,アヅマヤマ,AZUMAYAMA,,,,35.067,133.037,1012,,,,,,,1,0,0,0,0,,0,1974/11/1,2009/11/20,68321,1,1,1,1,1,,1
68346,桜江,サクラエ,SAKURAE,,,,34.94,132.323,40,,,,,,,1,0,0,0,0,,0,1976/5/18,1979/9/19,68346,1,1,1,1,1,,1
68346,桜江,サクラエ,SAKURAE,,,,34.957,132.335,25,,,,,,,1,0,0,0,0,,0,1979/9/20,2010/3/9,68346,0,0,0,0,0,,0
68346,桜江,サクラエ,SAKURAE,,,,34.953,132.333,32,,,,,,,1,0,0,0,0,,0,2010/3/10,9999-99-99,68346,0,0,0,0,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/21,68351,1,1,1,1,1,,1
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,6.5,,,,,,1,1,1,1,0,,0,1978/11/22,1987/11/16,68351,0,0,0,0,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,6.5,,,,,,1,1,1,1,0,,0,1987/11/17,2005/12/19,68351,0,0,0,1,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,6.5,,,,,,1,1,1,1,0,,0,2005/12/20,2009/2/12,68351,0,0,0,4,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,6.5,,,,,,1,1,1,1,0,,0,2009/2/13,2010/3/4,68351,0,4,4,0,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,10,,,,,,1,1,1,1,0,,0,2010/3/5,2021/3/1,68351,0,0,0,0,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,10,,,,,,1,1,1,2,0,,0,2021/3/2,2021/12/5,68351,0,0,0,6,0,,0
68351,川本,カワモト,KAWAMOTO,,,,34.977,132.492,132,9.9,,,,,,1,1,1,2,0,,1,2021/12/6,9999-99-99,68351,0,0,0,0,0,,0
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,20,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/19,68376,1,1,1,1,1,,1
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,20,15.2,,,,,,1,1,1,1,0,,0,1975/3/20,1985/12/31,68376,0,0,0,0,0,,0
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,20,15.2,,,,,,1,1,1,1,0,,0,1986/1/1,1987/4/8,68376,0,0,0,1,0,,0
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,19,15.2,,,,,,1,1,1,1,0,,0,1987/4/9,2008/3/25,68376,0,0,0,0,0,,0
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,19,15.2,,,,,,1,1,1,1,0,,0,2008/3/26,2010/1/5,68376,0,4,4,0,0,,0
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,19,14.8,,,,,,1,1,1,1,0,,0,2010/1/6,2021/3/1,68376,0,0,0,0,0,,0
68376,浜田,ハマダ,HAMADA,,,,34.897,132.07,19,14.8,,,,,,1,1,1,1,0,,1,2021/3/2,9999-99-99,68376,0,0,0,0,0,,0
68396,原山,ハラヤマ,HARAYAMA,,,,34.865,132.405,741,,,,,,,1,0,0,0,0,,0,1979/8/20,2004/10/29,68396,1,1,1,1,1,,1
68401,瑞穂,ミズホ,MIZUHO,,,,34.853,132.53,327,,,,,,,1,0,0,0,0,,0,1976/5/19,1978/11/21,68401,1,1,1,1,1,,1
68401,瑞穂,ミズホ,MIZUHO,,,,34.853,132.53,327,7.9,,,,,,1,1,1,1,0,,0,1978/11/22,1984/9/29,68401,0,0,0,0,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,7.9,,,34.853,132.53,327,1,1,1,1,1,,0,1984/9/30,1987/5/18,68401,0,0,0,0,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,7.9,,,34.853,132.53,327,1,1,1,1,1,,0,1987/5/19,2006/11/6,68401,0,0,0,1,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,7.9,,,34.853,132.53,327,1,1,1,1,1,,0,2006/11/7,2009/2/9,68401,0,0,0,4,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,7.9,,,34.853,132.53,327,1,1,1,1,1,,0,2009/2/10,2009/12/10,68401,0,4,4,0,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,10,,,34.853,132.53,327,1,1,1,1,1,,0,2009/12/11,2021/3/1,68401,0,0,0,0,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,10,,,34.853,132.53,327,1,1,1,2,1,,0,2021/3/2,2022/10/24,68401,0,0,0,6,0,,0
68401,瑞穂,ミズホ,MIZUHO,瑞穂,ミズホ,MIZUHO,34.853,132.53,327,9.9,,,34.853,132.53,327,1,1,1,2,1,,1,2022/10/25,9999-99-99,68401,0,0,0,0,0,,0
68421,三隅,ミスミ,MISUMI,,,,34.788,131.958,11,,,,,,,1,0,0,0,0,,0,1974/11/1,2016/9/26,68421,1,1,1,1,1,,1
68421,三隅,ミスミ,MISUMI,,,,34.795,131.948,9,,,,,,,1,0,0,0,0,,0,2016/9/27,9999-99-99,68421,0,0,0,0,0,,0
68431,弥栄,ヤサカ,YASAKA,,,,34.777,132.108,380,9.5,,,,,,1,1,1,1,0,,0,1978/11/30,1984/9/29,68431,1,1,1,1,1,,1
68431,弥栄,ヤサカ,YASAKA,弥栄,ヤサカ,YASAKA,34.777,132.108,380,9.5,,,34.777,132.108,380,1,1,1,1,1,,0,1984/9/30,1986/8/4,68431,0,0,0,0,0,,0
68431,弥栄,ヤサカ,YASAKA,弥栄,ヤサカ,YASAKA,34.777,132.108,380,9.5,,,34.777,132.108,380,1,1,1,1,1,,0,1986/8/5,2007/12/17,68431,0,0,0,1,0,,0
68431,弥栄,ヤサカ,YASAKA,弥栄,ヤサカ,YASAKA,34.777,132.108,380,9.5,,,34.777,132.108,380,1,1,1,1,1,,0,2007/12/18,2008/3/25,68431,0,0,0,4,0,,0
68431,弥栄,ヤサカ,YASAKA,弥栄,ヤサカ,YASAKA,34.777,132.108,380,9.5,,,34.777,132.108,380,1,1,1,1,1,,0,2008/3/26,2021/3/1,68431,0,4,4,0,0,,0
68431,弥栄,ヤサカ,YASAKA,弥栄,ヤサカ,YASAKA,34.777,132.108,380,9.5,,,34.777,132.108,380,1,1,1,2,1,,0,2021/3/2,2022/10/23,68431,0,0,0,6,0,,0
68431,弥栄,ヤサカ,YASAKA,弥栄,ヤサカ,YASAKA,34.777,132.108,380,9.4,,,34.777,132.108,380,1,1,1,2,1,,1,2022/10/24,9999-99-99,68431,0,0,0,0,0,,0
68436,波佐,ハザ,HAZA,,,,34.78,132.197,370,,,,,,,1,0,0,0,0,,0,1977/7/21,9999-99-99,68436,1,1,1,1,1,,1
68456,高津,タカツ,TAKATSU,,,,34.675,131.79,54,10.2,,,,,,1,1,1,0,0,,0,2003/1/1,2009/1/29,68456,1,1,1,1,1,,1
68456,高津,タカツ,TAKATSU,,,,34.675,131.79,54,10.2,,,,,,1,1,1,0,0,,0,2009/1/30,2021/12/1,68456,0,4,4,0,0,,0
68456,高津,タカツ,TAKATSU,,,,34.675,131.79,54,10,,,,,,1,1,1,0,0,,0,2021/12/2,9999-99-99,68456,0,0,0,0,0,,0
68461,益田,マスダ,MASUDA,,,,34.622,131.81,20,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/23,68461,1,1,1,1,1,,1
68462,益田,マスダ,MASUDA,,,,34.677,131.843,4,12.4,,,,,,1,1,1,1,0,,0,1978/11/24,1985/12/26,68462,1,1,1,1,1,,1
68462,益田,マスダ,MASUDA,,,,34.677,131.843,4,12.4,,,,,,1,1,1,1,0,,0,1985/12/27,2005/12/15,68462,0,0,0,1,0,,0
68462,益田,マスダ,MASUDA,,,,34.677,131.843,4,12.4,,,,,,1,1,1,1,0,,0,2005/12/16,2009/1/22,68462,0,0,0,4,0,,0
68462,益田,マスダ,MASUDA,,,,34.677,131.843,4,12.4,,,,,,1,1,1,1,0,,0,2009/1/23,2021/3/1,68462,0,4,4,0,0,,0
68462,益田,マスダ,MASUDA,,,,34.677,131.843,4,12.4,,,,,,1,1,1,2,0,,0,2021/3/2,2021/11/15,68462,0,0,0,6,0,,0
68462,益田,マスダ,MASUDA,,,,34.677,131.843,4,12.3,,,,,,1,1,1,2,0,,1,2021/11/16,9999-99-99,68462,0,0,0,0,0,,0
68476,聖山,ヒジリヤマ,HIJIRIYAMA,,,,34.637,132.145,1112,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/1,68476,1,1,1,1,1,,1
68501,匹見,ヒキミ,HIKIMI,,,,34.558,132.003,280,,,,,,,1,0,0,0,0,,0,1977/7/26,1996/3/25,68501,1,1,1,1,1,,1
68501,匹見,ヒキミ,HIKIMI,,,,34.572,132.017,259,,,,,,,1,0,0,0,0,,0,1996/3/26,9999-99-99,68501,0,0,0,0,0,,0
68511,十種峯,トクサガミネ,TOKUSAGAMINE,,,,34.44,131.695,902,,,,,,,1,0,0,0,0,,0,1974/11/1,2004/10/28,68511,1,1,1,1,1,,1
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/23,68516,1,1,1,1,1,,1
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,7.9,,,,,,1,1,1,1,0,,0,1978/11/24,1987/11/25,68516,0,0,0,0,0,,0
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,7.9,,,,,,1,1,1,1,0,,0,1987/11/26,2008/3/10,68516,0,0,0,1,0,,0
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,7.9,,,,,,1,1,1,1,0,,0,2008/3/11,2008/3/25,68516,0,0,0,4,0,,0
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,7.9,,,,,,1,1,1,1,0,,0,2008/3/26,2010/2/8,68516,0,4,4,0,0,,0
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,10,,,,,,1,1,1,1,0,,0,2010/2/9,2021/3/1,68516,0,0,0,0,0,,0
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/6/14,68516,0,0,0,6,0,,0
68516,津和野,ツワノ,TSUWANO,,,,34.462,131.77,165,9.9,,,,,,1,1,1,2,0,,1,2023/6/15,9999-99-99,68516,0,0,0,0,0,,0
68541,吉賀,ヨシカ,YOSHIKA,,,,34.392,131.893,250,10,,,,,,1,1,1,1,0,,0,2006/10/31,2009/1/21,68541,1,1,1,5,1,,1
68541,吉賀,ヨシカ,YOSHIKA,,,,34.392,131.893,250,10,,,,,,1,1,1,1,0,,0,2009/1/22,2021/3/1,68541,0,4,4,0,0,,0
68541,吉賀,ヨシカ,YOSHIKA,,,,34.392,131.893,250,10,,,,,,1,1,1,2,0,,0,2021/3/2,2022/11/8,68541,0,0,0,6,0,,0
68541,吉賀,ヨシカ,YOSHIKA,,,,34.392,131.893,250,9.9,,,,,,1,1,1,2,0,,1,2022/11/9,9999-99-99,68541,0,0,0,0,0,,0
68546,六日市,ムイカイチ,MUIKAICHI,,,,34.353,131.935,311,6.4,,,,,,1,1,1,1,0,,0,1978/11/30,1987/11/26,68546,1,1,1,1,1,,1
68546,六日市,ムイカイチ,MUIKAICHI,,,,34.353,131.935,311,6.4,,,,,,1,1,1,1,0,,0,1987/11/27,2002/3/5,68546,0,0,0,1,0,,0
68546,六日市,ムイカイチ,MUIKAICHI,,,,34.353,131.935,311,17.2,,,,,,1,1,1,1,0,,0,2002/3/6,2006/10/31,68546,0,0,0,0,0,,0
69006,境,サカイ,SAKAI,,,,35.543,133.235,2,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/12/18,69006,1,1,1,1,1,,1
69006,境,サカイ,SAKAI,,,,35.543,133.235,2,11.9,,,,,,1,1,1,1,0,,0,1975/12/19,1989/12/31,69006,0,0,0,0,0,,0
69006,境,サカイ,SAKAI,,,,35.543,133.235,2,11.9,,,,,,1,1,1,1,0,,0,1990/1/1,2001/4/4,69006,0,0,0,1,0,,0
