都府県振興局,観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間,降雪の深さ,観測所名,カタカナ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ), 風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2
長崎,84519,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,雲仙岳,ウンゼンダケ,雲仙市小浜町雲仙絹笠山,32,44.2,130,15,870,10.5,-,2002.11.26,-, Wind
長崎,84523,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,島原,シマバラ,島原市新湊,32,45.6,130,21.7,14,10,1.5,2006.3.15,-,Excluding humidity
長崎,84536,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,福江,フクエ,五島市木場町_福江特別地域気象観測所,32,41.6,128,49.6,25,10.2,-,#1975.3.18,-,-
長崎,84537,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,上大津,カミオオヅ,五島市上大津町_福江航空気象観測所,32,39.9,128,49.9,77,10.1,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
長崎,84561,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,口之津,クチノツ,南島原市口之津町丁,32,36.7,130,11.6,13,10,1.5,(1975.4.23)1976.4.1,-,Excluding humidity
長崎,84597,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,脇岬,ワキミサキ,長崎市脇岬町,32,34.9,129,46.6,4,10,1.5,2021.1.20,-,Excluding humidity
佐賀,85033,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,唐津,カラツ,唐津市二夕子,33,27.5,129,57.3,23,10,1.5,2010.2.25,-,Excluding humidity
佐賀,85046,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,北山,ホクザン,佐賀市富士町大字関屋字中島,33,24.8,130,13.2,339,-,-,2010.3.17,-,-
佐賀,85106,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,鳥栖,トス,鳥栖市田代外町,33,23.1,130,31,25,-,-,2010.3.4,-,-
佐賀,85116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,伊万里,イマリ,伊万里市立花町,33,16,129,52.7,25,10,1.5,(1975.9.1)1977.3.3,-,Excluding humidity
佐賀,85131,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大町,オオマチ,杵島郡大町町大字大町,33,13.2,130,6.7,105,-,-,2019.9.20,-,Temporary observatory
佐賀,85142,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,佐賀,サガ,佐賀市駅前中央_佐賀地方気象台,33,15.9,130,18.3,6,56.1,-,1995.10.19,85900,-
佐賀,85161,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,嬉野,ウレシノ,嬉野市嬉野町大字下野丙,33,7,129,59.7,81,10,1.5,#1977.2.24,-,Excluding humidity
佐賀,85166,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,白石,シロイシ,杵島郡白石町大字福田,33,11,130,8.9,2,10,1.5,#1977.3.2,-,Excluding humidity
佐賀,85176,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,川副,カワソエ,佐賀市川副町大字犬井道字国造搦_佐賀航空気象観測所,33,8.9,130,18.1,2,10.1,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
熊本,86006,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鹿北,カホク,山鹿市鹿北町岩野,33,6.9,130,41.5,119,10,1.5,#1977.2.9,-,Excluding humidity
熊本,86066,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南小国,ミナミオグニ,阿蘇郡南小国町赤馬場,33,6.2,131,4,448,10,1.5,#1977.2.14,-,Excluding humidity
熊本,86086,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,岱明,タイメイ,玉名市岱明町中土,32,54.9,130,30.7,15,10,1.5,#1977.2.10,-,Excluding humidity
熊本,86101,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,菊池,キクチ,菊池市木柑子字上辻,32,56.7,130,46.9,83,6.5,1.5,#1977.2.10,-,Excluding humidity
熊本,86111,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,阿蘇乙姫,アソオトヒメ,阿蘇市乙姫,32,56.8,131,2.4,487,10,1.5,1978.1.11,-,Excluding humidity
熊本,86141,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,熊本,クマモト,熊本市中央区京町_熊本地方気象台,32,48.8,130,42.4,38,-,-,#1975.3.26,86905,Air temperature/rain/sunshine
熊本,86141,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,熊本,クマモト,熊本市北区清水町打越,32,49.3,130,42.9,15,15.3,-,#1975.3.26,-, Wind
熊本,86146,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,益城,マシキ,上益城郡益城町大字小谷字上大道_熊本航空気象観測所,32,50.2,130,51.3,193,7.5,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
熊本,86157,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南阿蘇,ミナミアソ,阿蘇郡南阿蘇村河陰,32,49.9,131,0.8,394,10,-,2015.1.16,86901,Excluding humidity
熊本,86161,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,高森,タカモリ,阿蘇郡高森町大字高森,32,49.3,131,7.5,555,10.3,1.5,#1977.2.15,-,Excluding humidity
熊本,86181,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,宇土,ウト,宇土市馬之瀬町,32,42,130,39.4,6,-,-,2005.12.6,-,-
熊本,86197,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,山都,ヤマト,上益城郡山都町原突角,32,42.7,130,57.5,574,-,-,2010.3.4,-,-
熊本,86216,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,三角,ミスミ,宇城市三角町波多,32,36.7,130,28.7,60,10,1.5,(1975.4.23)1977.2.23,-,Excluding humidity
熊本,86236,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,甲佐,コウサ,上益城郡甲佐町大字豊内,32,38.7,130,48.6,36,10.3,1.5,#1977.2.16,-,Excluding humidity
熊本,86271,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,松島,マツシマ,上天草市松島町阿村,32,30.9,130,26.8,2,8.1,1.5,#1977.2.24,-,Excluding humidity
熊本,86316,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,本渡,ホンド,天草市本渡町本戸馬場,32,28.1,130,10.8,30,10,1.5,#1977.2.25,-,Excluding humidity
熊本,86336,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,八代,ヤツシロ,八代市平山新町,32,28.4,130,36.4,8,10,1.5,#1977.2.22,-,Excluding humidity
熊本,86396,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,田浦,タノウラ,葦北郡芦北町大字田浦町字八幡の元,32,21.8,130,30.5,3,-,-,1975.4.25,-,-
熊本,86407,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,山江,ヤマエ,球磨郡山江村大字万江字屋形,32,18.1,130,44.8,218,-,-,1990.12.7,-,-
熊本,86411,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,五木,イツキ,球磨郡五木村甲字下手,32,23.7,130,49.6,310,-,-,2012.3.7,-,-
熊本,86451,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,水俣,ミナマタ,水俣市南福寺,32,12.3,130,24.4,6,6.5,1.5,(1975.4.23)1977.2.21,-,Excluding humidity
熊本,86461,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,一勝地,イッショウチ,球磨郡球磨村大字一勝地丙字永崎,32,14.7,130,38.7,120,-,-,2005.12.7,-,-
熊本,86467,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,人吉,ヒトヨシ,人吉市城本町_人吉特別地域気象観測所,32,13,130,45.3,146,14.7,-,#1975.12.13,-,-
熊本,86477,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上,ウエ,球磨郡あさぎり町上北,32,13.5,130,54.3,166,6.6,1.5,(1975.4.23)1977.3.22,-,Excluding humidity
熊本,86478,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,多良木,タラギ,球磨郡多良木町大字黒肥地字祓川,32,17.7,130,57,210,-,-,2005.12.8,-,-
熊本,86481,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,湯前横谷,ユノマエヨコタニ,球磨郡湯前町猪鹿倉山,32,15.8,131,2.6,665,-,-,1976.4.26,-,-
熊本,86491,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,牛深,ウシブカ,天草市牛深町_牛深特別地域気象観測所,32,11.8,130,1.6,3,20.5,-,#1975.12.19,-,-
宮崎,87041,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,高千穂,タカチホ,西臼杵郡高千穂町大字押方字宮野原,32,42.7,131,17.4,350,8,1.5,#1977.2.7,-,Excluding humidity
宮崎,87066,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,古江,フルエ,延岡市北浦町古江,32,42.7,131,49.2,14,10.2,1.5,1977.2.8,-,Excluding humidity
宮崎,87071,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鞍岡,クラオカ,西臼杵郡五ヶ瀬町大字鞍岡,32,38.6,131,9.4,590,6.5,1.5,1979.1.12,-,Excluding humidity
宮崎,87086,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,日之影,ヒノカゲ,西臼杵郡日之影町大字七折字滝上下,32,40.9,131,24.4,262,-,-,2010.2.18,-,-
宮崎,87127,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,諸塚,モロツカ,東臼杵郡諸塚村大字家代,32,31,131,20.1,150,-,-,1979.1.10,-,-
宮崎,87136,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,北方,キタカタ,延岡市北方町川水流卯,32,33.7,131,31.5,30,-,-,1987.2.26,-,-
宮崎,87141,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,延岡,ノベオカ,延岡市天神小路_延岡特別地域気象観測所,32,34.9,131,39.4,19,-,-,#1975.12.11,-,Air temperature/rain
宮崎,87141,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,延岡,ノベオカ,延岡市野田町,32,34.7,131,38,8,10.1,-,#1975.12.11,-,Wind/sunshine
宮崎,87157,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,椎葉,シイバ,東臼杵郡椎葉村大字下福良,32,28.5,131,6.2,517,-,-,2011.12.20,-,-
宮崎,87181,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,日向,ヒュウガ,日向市大字塩見,32,24.5,131,36,20,9.3,1.5,#1977.2.9,-,Excluding humidity
宮崎,87206,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,神門,ミカド,東臼杵郡美郷町南郷区神門,32,23.1,131,19.9,250,6.5,1.5,1979.1.11,-,Excluding humidity
宮崎,87231,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,西米良,ニシメラ,児湯郡西米良村大字竹原,32,14.4,131,9.1,260,10,1.5,1979.1.10,-,Excluding humidity
宮崎,87251,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,都農,ツノ,児湯郡都農町大字川北,32,17,131,32.5,61,-,-,2010.2.17,-,-
宮崎,87293,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,高鍋,タカナベ,児湯郡高鍋町上江,32,7.4,131,28.5,57,10.1,1.5,2017.3.10,-,Excluding humidity
宮崎,87301,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,加久藤,カクトウ,えびの市大字永山,32,2.8,130,48.6,228,10,1.5,#1977.2.1,-,Excluding humidity
宮崎,87331,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,西都,サイト,西都市大字黒生野,32,3.8,131,24.8,8,10,1.5,#1977.2.10,-,Excluding humidity
宮崎,87346,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,えびの,エビノ,えびの市大字末永,31,56.7,130,50.4,1150,-,-,#,-,-
宮崎,87352,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小林,コバヤシ,小林市南西方,32,0,130,57.2,276,9.3,1.5,2000.9.26,-,Excluding humidity
宮崎,87361,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,野尻,ノジリ,小林市野尻町大字紙屋,31,57.4,131,9.4,182,-,-,#,-,-
宮崎,87371,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,国富,クニトミ,東諸県郡国富町大字須志田,32,0.4,131,17.8,66,-,-,#,-,-
宮崎,87376,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,宮崎,ミヤザキ,宮崎市霧島_宮崎地方気象台,31,56.3,131,24.8,9,25.5,-,#1975.3.31,87900,-
宮崎,87406,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,田野,タノ,宮崎市田野町甲,31,50.6,131,18.5,134,10,1.5,2017.2.17,-,Excluding humidity
宮崎,87412,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,赤江,アカエ,宮崎市大字赤江_宮崎航空気象観測所,31,52.6,131,26.9,6,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
宮崎,87426,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,都城,ミヤコノジョウ,都城市菖蒲原町_都城特別地域気象観測所,31,43.8,131,4.9,154,12.4,-,#1975.12.16,-,-
宮崎,87461,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,深瀬,フカセ,日南市大字酒谷甲,31,38.2,131,15,130,-,-,1977.6.30,-,-
宮崎,87492,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,油津,アブラツ,日南市油津_油津特別地域気象観測所,31,34.7,131,24.4,3,-,-,2009.3.10,-,Air temperature/rain/sunshine
宮崎,87492,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,油津,アブラツ,日南市平山字仮屋下,31,35.8,131,24.5,5,10,-,2009.3.10,-, Wind
宮崎,87501,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,串間,クシマ,串間市大字西方字平山,31,27.9,131,13.2,20,10.2,1.5,#1977.2.3,-,Excluding humidity
鹿児島,88061,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,阿久根,アクネ,阿久根市赤瀬川_阿久根特別地域気象観測所,32,1.6,130,12,40,12.6,-,#1975.12.10,-,-
鹿児島,88066,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,出水,イズミ,出水市緑町,32,5.6,130,21.1,11,-,-,1975.4.24,-,-
鹿児島,88081,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大口,オオクチ,伊佐市大口原田,32,2.8,130,37.6,175,6.5,1.5,#1977.2.14,-,Excluding humidity
鹿児島,88101,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,紫尾山,シビサン,薩摩郡さつま町平川大洞国有林,31,58.8,130,22,1060,-,-,#,-,-
鹿児島,88107,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,さつま柏原,サツマカシワバル,薩摩郡さつま町柏原,31,55,130,27.3,59,6.5,1.5,#1976.4.1,-,Excluding humidity
鹿児島,88131,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中甑,ナカコシキ,薩摩川内市上甑町中甑,31,50.1,129,52,10,6.5,1.5,#1977.2.19,-,Excluding humidity
鹿児島,88151,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,川内,センダイ,薩摩川内市中郷,31,50,130,18.9,5,6.4,1.5,#1977.2.15,-,Excluding humidity
鹿児島,88166,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,溝辺,ミゾベ,霧島市溝辺町麓_鹿児島航空気象観測所,31,48.2,130,43.1,272,8,-,#1995.3.22,-,Excluding sunlight/humidity/atmospheric pressure
鹿児島,88211,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,八重山,ヤエヤマ,薩摩川内市入来町浦之名字大谷,31,44.8,130,26.3,533,-,-,#,-,-
鹿児島,88261,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,東市来,ヒガシイチキ,日置市東市来町湯田,31,40.1,130,19.7,40,6.5,1.5,#1977.2.16,-,Excluding humidity
鹿児島,88286,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,牧之原,マキノハラ,霧島市福山町福山,31,39.7,130,50.6,387,10,1.5,(1975.4.24)1977.2.9,-,Excluding humidity
鹿児島,88317,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,鹿児島,カゴシマ,鹿児島市東郡元町_鹿児島地方気象台,31,33.3,130,32.8,4,44.9,-,1994.2.25,88905,-
鹿児島,88331,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,輝北,キホク,鹿屋市輝北町市成,31,35.3,130,51.3,360,6.5,1.5,1977.3.10,-,Excluding humidity
鹿児島,88341,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大隅,オオスミ,曽於市大隅町境木町,31,34.8,131,0.3,170,-,-,1977.3.17,-,-
鹿児島,88371,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,加世田,カセダ,南さつま市加世田東本町,31,24.9,130,19.5,9,8.8,1.5,#1977.2.21,-,Excluding humidity
鹿児島,88392,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,吉ケ別府,ヨシガベップ,鹿屋市下高隈町,31,27.5,130,51.7,89,-,-,1977.6.6,-,-
鹿児島,88406,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,志布志,シブシ,志布志市志布志町志布志字杉の下,31,28.7,131,5.7,70,10,1.5,(1975.4.24)1977.2.16,-,Excluding humidity
鹿児島,88432,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,喜入,キイレ,鹿児島市喜入中名町,31,23.2,130,32.4,4,8.9,1.5,#1977.2.23,-,Excluding humidity
鹿児島,88442,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鹿屋,カノヤ,鹿屋市寿,31,23.5,130,51.8,63,10,1.5,(1975.4.24)1977.2.25,-,Excluding humidity
鹿児島,88447,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,肝付前田,キモツキマエダ,肝属郡肝付町前田,31,20.4,130,56.3,31,9.3,1.5,1977.8.10,-,-
鹿児島,88466,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,枕崎,マクラザキ,枕崎市高見町_枕崎特別地域気象観測所,31,16.3,130,17.5,30,11,-,#1975.3.24,-,-
鹿児島,88486,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,指宿,イブスキ,指宿市十町,31,15,130,38.2,5,10,1.5,#1977.2.24,-,Excluding humidity
鹿児島,88506,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,内之浦,ウチノウラ,肝属郡肝付町北方,31,16.6,131,3.3,8,10,1.5,#1977.2.15,-,Excluding humidity
鹿児島,88536,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,田代,タシロ,肝属郡錦江町田代麓,31,11.9,130,50.6,182,6.5,1.5,1977.2.14,-,Excluding humidity
鹿児島,88551,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,佐多,サタ,肝属郡南大隅町佐多伊座敷,31,5.6,130,41.4,27,-,-,1977.6.28,-,-
鹿児島,88612,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,種子島,タネガシマ,西之表市西之表_種子島特別地域気象観測所,30,43.2,130,58.9,25,29.8,-,#1975.3.26,-,-
鹿児島,88621,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,中種子,ナカタネ,熊毛郡中種子町砂中_種子島航空気象観測所,30,36.3,130,59.5,234,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
鹿児島,88666,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上中,カミナカ,熊毛郡南種子町中之下,30,24.4,130,54.1,150,6.5,1.5,#1977.2.18,-,Excluding humidity
鹿児島,88686,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,屋久島,ヤクシマ,熊毛郡屋久島町小瀬田_屋久島特別地域気象観測所,30,23.1,130,39.5,37,7,-,#1975.12.19,-,-
鹿児島,88706,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,尾之間,オノアイダ,熊毛郡屋久島町尾之間字井出ノ尻,30,14.1,130,33.3,60,10,1.5,#1977.3.4,-,-
鹿児島,88736,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中之島,ナカノシマ,鹿児島郡十島村中之島,29,50.4,129,52,220,6.5,1.5,2002.12.18,-,Excluding humidity
